CityName,YY,MM,WGS84_Lon,WGS84_Lat,RainValue,
臺北市,1969,8,121.45,25.10,6.01052,
臺北市,1969,9,121.45,25.10,18.4721,
臺北市,1969,10,121.45,25.10,21.1051,
臺北市,1969,11,121.45,25.10,2.8876,
臺北市,1969,12,121.45,25.10,0.579107,
臺北市,1970,1,121.45,25.10,6.11891,
臺北市,1970,2,121.45,25.10,0.804207,
臺北市,1970,3,121.45,25.10,9.68054,
臺北市,1970,4,121.45,25.10,2.21607,
臺北市,1970,5,121.45,25.10,6.28305,
臺北市,1970,6,121.45,25.10,4.8385,
臺北市,1970,7,121.45,25.10,2.40619,
臺北市,1970,8,121.45,25.10,4.57108,
臺北市,1970,9,121.45,25.10,12.362,
臺北市,1970,10,121.45,25.10,3.0463,
臺北市,1970,11,121.45,25.10,1.31929,
臺北市,1970,12,121.45,25.10,4.49776,
臺北市,1971,1,121.45,25.10,4.97713,
臺北市,1971,2,121.45,25.10,3.22611,
臺北市,1971,3,121.45,25.10,2.88764,
臺北市,1971,4,121.45,25.10,0.624542,
臺北市,1971,5,121.45,25.10,1.90314,
臺北市,1971,6,121.45,25.10,3.24739,
臺北市,1971,7,121.45,25.10,2.31104,
臺北市,1971,8,121.45,25.10,1.30618,
臺北市,1971,9,121.45,25.10,10.561,
臺北市,1971,10,121.45,25.10,2.12373,
臺北市,1971,11,121.45,25.10,1.93774,
臺北市,1971,12,121.45,25.10,2.31902,
臺北市,1972,1,121.45,25.10,5.78655,
臺北市,1972,2,121.45,25.10,2.98638,
臺北市,1972,3,121.45,25.10,0.662901,
臺北市,1972,4,121.45,25.10,2.25393,
臺北市,1972,5,121.45,25.10,9.88009,
臺北市,1972,6,121.45,25.10,5.95579,
臺北市,1972,7,121.45,25.10,12.1811,
臺北市,1972,8,121.45,25.10,15.4156,
臺北市,1972,9,121.45,25.10,0.222372,
臺北市,1972,10,121.45,25.10,0.320745,
臺北市,1972,11,121.45,25.10,1.38023,
臺北市,1972,12,121.45,25.10,2.56005,
臺北市,1973,1,121.45,25.10,4.04101,
臺北市,1973,2,121.45,25.10,1.53571,
臺北市,1973,3,121.45,25.10,0.927651,
臺北市,1973,4,121.45,25.10,7.18802,
臺北市,1973,5,121.45,25.10,4.66373,
臺北市,1973,6,121.45,25.10,5.57044,
臺北市,1973,7,121.45,25.10,3.33789,
臺北市,1973,8,121.45,25.10,3.28387,
臺北市,1973,9,121.45,25.10,2.66113,
臺北市,1973,10,121.45,25.10,5.71993,
臺北市,1973,11,121.45,25.10,2.19642,
臺北市,1973,12,121.45,25.10,1.87002,
臺北市,1974,1,121.45,25.10,0.391461,
臺北市,1974,2,121.45,25.10,4.303,
臺北市,1974,3,121.45,25.10,2.88089,
臺北市,1974,4,121.45,25.10,6.68963,
臺北市,1974,5,121.45,25.10,8.2896,
臺北市,1974,6,121.45,25.10,12.0579,
臺北市,1974,7,121.45,25.10,3.98065,
臺北市,1974,8,121.45,25.10,1.34507,
臺北市,1974,9,121.45,25.10,6.24272,
臺北市,1974,10,121.45,25.10,5.75713,
臺北市,1974,11,121.45,25.10,1.23113,
臺北市,1974,12,121.45,25.10,2.36372,
臺北市,1975,1,121.45,25.10,2.50356,
臺北市,1975,2,121.45,25.10,2.50398,
臺北市,1975,3,121.45,25.10,7.9792,
臺北市,1975,4,121.45,25.10,3.66612,
臺北市,1975,5,121.45,25.10,8.7977,
臺北市,1975,6,121.45,25.10,10.9274,
臺北市,1975,7,121.45,25.10,2.55418,
臺北市,1975,8,121.45,25.10,8.61207,
臺北市,1975,9,121.45,25.10,5.12009,
臺北市,1975,10,121.45,25.10,6.61099,
臺北市,1975,11,121.45,25.10,1.38701,
臺北市,1975,12,121.45,25.10,3.81455,
臺北市,1976,1,121.45,25.10,1.16353,
臺北市,1976,2,121.45,25.10,1.10082,
臺北市,1976,3,121.45,25.10,3.58801,
臺北市,1976,4,121.45,25.10,3.63871,
臺北市,1976,5,121.45,25.10,4.06876,
臺北市,1976,6,121.45,25.10,3.69273,
臺北市,1976,7,121.45,25.10,8.43997,
臺北市,1976,8,121.45,25.10,4.23642,
臺北市,1976,9,121.45,25.10,1.7316,
臺北市,1976,10,121.45,25.10,0.970686,
臺北市,1976,11,121.45,25.10,1.72179,
臺北市,1976,12,121.45,25.10,0.966673,
臺北市,1977,1,121.45,25.10,3.73684,
臺北市,1977,2,121.45,25.10,3.41803,
臺北市,1977,3,121.45,25.10,1.08994,
臺北市,1977,4,121.45,25.10,0.525151,
臺北市,1977,5,121.45,25.10,4.41951,
臺北市,1977,6,121.45,25.10,8.97969,
臺北市,1977,7,121.45,25.10,8.47719,
臺北市,1977,8,121.45,25.10,5.13107,
臺北市,1977,9,121.45,25.10,9.60474,
臺北市,1977,10,121.45,25.10,0.204403,
臺北市,1977,11,121.45,25.10,2.80955,
臺北市,1977,12,121.45,25.10,3.50601,
臺北市,1978,1,121.45,25.10,2.92485,
臺北市,1978,2,121.45,25.10,2.59647,
臺北市,1978,3,121.45,25.10,11.0599,
臺北市,1978,4,121.45,25.10,4.7339,
臺北市,1978,5,121.45,25.10,8.04273,
臺北市,1978,6,121.45,25.10,1.023,
臺北市,1978,7,121.45,25.10,0.00233429,
臺北市,1978,8,121.45,25.10,1.54674,
臺北市,1978,9,121.45,25.10,8.13872,
臺北市,1978,10,121.45,25.10,10.7698,
臺北市,1978,11,121.45,25.10,0.232056,
臺北市,1978,12,121.45,25.10,2.00333,
臺北市,1979,1,121.45,25.10,1.501,
臺北市,1979,2,121.45,25.10,1.97453,
臺北市,1979,3,121.45,25.10,8.59393,
臺北市,1979,4,121.45,25.10,3.0548,
臺北市,1979,5,121.45,25.10,7.02685,
臺北市,1979,6,121.45,25.10,11.8651,
臺北市,1979,7,121.45,25.10,0.533643,
臺北市,1979,8,121.45,25.10,10.3306,
臺北市,1979,9,121.45,25.10,2.14731,
臺北市,1979,10,121.45,25.10,1.42868,
臺北市,1979,11,121.45,25.10,2.40845,
臺北市,1979,12,121.45,25.10,0.888697,
臺北市,1980,1,121.45,25.10,3.56867,
臺北市,1980,2,121.45,25.10,7.0999,
臺北市,1980,3,121.45,25.10,3.19552,
臺北市,1980,4,121.45,25.10,5.9369,
臺北市,1980,5,121.45,25.10,4.81332,
臺北市,1980,6,121.45,25.10,1.61685,
臺北市,1980,7,121.45,25.10,0.423588,
臺北市,1980,8,121.45,25.10,3.72223,
臺北市,1980,9,121.45,25.10,5.06207,
臺北市,1980,10,121.45,25.10,1.63464,
臺北市,1980,11,121.45,25.10,4.90102,
臺北市,1980,12,121.45,25.10,0.523117,
臺北市,1981,1,121.45,25.10,0,
臺北市,1981,2,121.45,25.10,4.17501,
臺北市,1981,3,121.45,25.10,4.35365,
臺北市,1981,4,121.45,25.10,1.63775,
臺北市,1981,5,121.45,25.10,11.8735,
臺北市,1981,6,121.45,25.10,12.9407,
臺北市,1981,7,121.45,25.10,11.2208,
臺北市,1981,8,121.45,25.10,0.691573,
臺北市,1981,9,121.45,25.10,5.44133,
臺北市,1981,10,121.45,25.10,0.926721,
臺北市,1981,11,121.45,25.10,6.55807,
臺北市,1981,12,121.45,25.10,2.38573,
臺北市,1982,1,121.45,25.10,0.519935,
臺北市,1982,2,121.45,25.10,3.54156,
臺北市,1982,3,121.45,25.10,4.57256,
臺北市,1982,4,121.45,25.10,4.34597,
臺北市,1982,5,121.45,25.10,2.81394,
臺北市,1982,6,121.45,25.10,13.8401,
臺北市,1982,7,121.45,25.10,8.58317,
臺北市,1982,8,121.45,25.10,8.75702,
臺北市,1982,9,121.45,25.10,2.34449,
臺北市,1982,10,121.45,25.10,0.60966,
臺北市,1982,11,121.45,25.10,2.81371,
臺北市,1982,12,121.45,25.10,2.79797,
臺北市,1983,1,121.45,25.10,3.64129,
臺北市,1983,2,121.45,25.10,15.8478,
臺北市,1983,3,121.45,25.10,14.6168,
臺北市,1983,4,121.45,25.10,2.18548,
臺北市,1983,5,121.45,25.10,4.0369,
臺北市,1983,6,121.45,25.10,2.02102,
臺北市,1983,7,121.45,25.10,1.58551,
臺北市,1983,8,121.45,25.10,1.64206,
臺北市,1983,9,121.45,25.10,2.62586,
臺北市,1983,10,121.45,25.10,1.46291,
臺北市,1983,11,121.45,25.10,0.758111,
臺北市,1983,12,121.45,25.10,1.70701,
臺北市,1984,1,121.45,25.10,1.30083,
